fname_c1,fname_c2,lname_c1,lname_c2,by,bm,bd,rec_id,ent_id
MAWIK,NA,BERGER,NA,1978,6,13,460,559
RUDOLF,NA,THOMAS,NA,1995,7,22,461,1910
HERMANN,NA,KOCH,NA,1925,7,7,462,797
GUENTHER,KURT,LANGE,NA,1986,1,7,463,2280
HERMANN,NA,WEBER,NA,1958,4,22,464,1399
KLAUS,NA,MEYER,NA,1946,10,21,465,2113
MATTHIAS,NA,BECKER,NA,1940,7,17,466,390
FRANK,NA,KRUEGER,NA,1952,8,5,467,4222
HELMUT,NA,MEYER,NA,1960,12,19,468,93
WERNER,NA,SCHMIDT,NA,1965,10,19,469,3527
RAINER,NA,WEBER,NA,1995,3,22,470,1781
KLAUS,NA,THOMAS,NA,1997,1,8,471,391
MARTIN,NA,ERNST,NA,1942,5,15,472,3987
WERNER,NA,SCHULZ,NA,1959,6,23,473,1785
WOLFGANG,NA,SCHULZE,WINTER,1931,9,18,474,2125
WERNER,NA,SCHMIDT,NA,1953,8,24,475,3084
JENS,NA,SCHMIDT,NA,1995,12,20,476,4104
OTTO,NA,SCHMITZ,NA,1942,2,11,477,2798
JAN,NA,MUELLER,NA,1988,3,20,478,868
MAIK,NA,SCHULZE,NA,1961,1,15,479,599
FRANK,NA,LEHMANN,NA,1952,8,18,480,1284
HEINZ,NA,SCHROEDER,NA,1945,5,4,481,296
OLIVER,NA,HERRMANN,NA,1934,2,9,482,214
GERHARD,NA,HOFFMANN,NA,1960,8,25,483,1678
GUENTHER,NA,MARTIN,NA,1968,5,16,484,430
UWE,NA,SCHULZ,NA,1962,5,27,485,3143
JAN,NA,WOLFF,NA,2008,9,17,486,168
RAINER,THORSTEN,WERNER,NA,1939,10,17,487,702
STEFAN,NA,SCHWARZ,NA,1963,10,26,488,2875
BERNHARD,NA,ZIEGLER,NA,1926,7,26,489,2958
RALF,NA,BRAUN,NA,1943,10,20,490,4373
HEINRICH,NA,MUELLER,NA,1977,12,26,491,3128
HORSZT,NA,SCHWARZ,NA,9185,10,14,492,232
DIETER,NA,BAUER,NA,1979,5,22,493,1589
JAN,NA,WERNER,NA,1955,10,19,494,3542
THOMAS,NA,MUELKER,NA,1962,12,12,495,561
GERHARD,NA,SCHMIDT,NA,1974,2,19,496,3815
HEINZ,NA,MUELLER,NA,1946,3,28,497,1605
FRANK,NA,SCHROEDER,NA,1952,4,18,498,2131
OLAF,NA,HARTMANN,NA,1974,1,15,499,1682
VOLKER,NA,RICHTER,NA,1960,8,18,500,1086
PETER,NA,SCHNEIDER,NA,1956,3,4,501,4465
MARCEL,NA,NEUMANN,NA,1931,9,21,502,2871
MATTHIAS,NA,MEIER,NA,1985,12,30,503,321
CHRISTOPH,NA,SCHMIDT,NA,2001,12,24,504,2820
RALF,NA,MEYER,NA,1978,8,25,505,1062
SVEN,NA,MUELLER,NA,1950,3,16,506,80
SVEN,NA,WERNER,NA,1978,12,27,507,2598
DIRK,NA,SCHUBERT,NA,1981,4,25,508,2504
CHRISTOPH,NA,MEIER,NA,1985,6,22,509,2376
JUERGEN,NA,MEYER,NA,1976,5,15,510,1849
JUERGEN,NA,LANGE,NA,1969,5,25,511,1021
OTTO,NA,FRIEDRICH,NA,1944,7,3,512,1456
JUERGEN,NA,SCHMITT,NA,2001,11,24,513,1862
MARCO,NA,KRUEGER,NA,1981,6,21,514,1689
WERNER,NA,JAEGER,NA,1960,11,25,515,2392
UWE,NA,HARTMANN,NA,2007,8,22,516,3954
FRANK,NA,JUNG,NA,1976,1,29,517,3625
DENNIS,NA,LANGE,NA,1998,5,15,518,2097
RAINER,NA,FISCHER,NA,1979,10,26,519,2800
KLAUS,PETER,SCHMID,NA,2007,11,27,520,3559
UWE,NA,MUELLER,NA,1965,7,2,521,990
HERMANN,NA,KUHN,NA,1985,7,4,522,949
HORST,NA,FRANK,NA,1942,2,24,523,2409
JUERGEN,NA,SCHMID,NA,1943,9,3,524,245
KLAUS,NA,SCHWARZ,NA,1975,12,11,525,4232
SIEGFRIED,NA,MOELLER,NA,1942,1,19,526,1879
ANDREAS,NA,SEIDEL,NA,2005,6,30,527,371
ERICH,NA,MEIAR,NA,1974,5,3,528,4488
KLAUS,NA,SEIDEL,NA,1979,8,21,529,1899
ANDRE,NA,FISCHER,NA,1976,8,29,530,2548
WERNER,NA,DIETRICH,NA,1934,1,24,531,3701
HERMANN,GERHARD,HUBER,NA,2007,5,8,532,3023
MARK,NA,BRAUN,NA,1962,1,26,533,2921
JUERGEN,NA,BECKER,NA,1946,7,13,534,145
RAINER,NA,VOGEL,NA,2003,11,17,535,2274
RAINER,NA,BAUER,NA,1989,4,20,536,3127
PETER,NA,MUELLER,NA,1937,8,10,537,3067
RAINER,JUERGEN,SCHMIDT,NA,1932,8,19,538,1307
WOLFGANG,NA,ROTH,NA,1986,12,13,539,3967
UWE,NA,KRAUSE,NA,2007,6,10,540,4469
KLAUS,THOMAS,MUELLER,NA,1960,3,16,541,2706
GERHARD,NA,WEBER,NA,1996,1,20,542,3316
GERD,ANDREAS,SCHMIDT,NA,1966,1,4,543,1567
THOMAS,NA,SCHMIDT,NA,2006,3,30,544,202
MICHAEL,NA,KELLER,NA,1984,8,4,545,834
JOERG,NA,KOEHLER,NA,1971,5,26,546,550
RUDOLF,NA,MUELLER,NA,1926,11,15,547,2459
JENS,JUERGEN,BOEHM,NA,1930,12,17,548,3112
HANS,NA,KELLER,NA,1945,11,11,549,422
STEFAN,NA,WALTER,NA,1944,9,24,550,585
STEFAN,NA,KOEHLER,NA,1985,1,12,551,1248
MARTIZN,OLAF,SCHULZE,NA,1942,7,5,552,3005
WERNER,NA,SCHULTE,NA,1996,5,29,553,3977
HEINZ,NA,MUELLER,NA,1990,12,29,554,1131
DIRK,THORSTEN,LANGE,NA,1979,12,5,555,3992
VOLKER,NA,ALBRECHT,NA,1968,9,28,556,2093
THORSTEN,OLIVER,SCHULZ,NA,1983,9,20,557,3082
THOMAS,NA,WINKLER,NA,1949,7,28,558,3583
WERNER,NA,MUELLER,NA,1930,9,8,559,4261
WERNER,NA,VOIGT,NA,1969,1,8,560,1495
HARALD,NA,BERGER,NA,1973,4,2,561,4487
FRANK,NA,MAYER,NA,1979,7,4,562,4444
PETER,NA,WEISS,NA,1971,5,21,563,238
ANDREAS,NA,SCHNEIDER,NA,1944,8,30,564,2711
OLAF,NA,GROSS,NA,1997,3,12,565,2426
HELMUT,NA,HOFFMANN,NA,1981,7,21,566,3615
HOLGER,NA,JUNG,NA,1986,5,19,567,1413
HERBERT,NA,SCHUBERT,NA,1953,10,22,568,648
MANFRED,NA,KELLER,NA,1967,7,29,569,1724
WOLFGANG,NA,WEBER,NA,1996,9,9,570,1954
INGOT,NA,GUENTHER,NA,1966,1,26,571,4288
OLIVER,STEFAN,SCHWARZ,NA,1966,2,14,572,1554
CHRISTIAN,NA,SCHMODT,NA,1946,2,9,573,3165
JOERG,NA,WOLF,NA,1966,12,14,574,1593
ULRICH,NA,LANG,NA,1988,7,14,575,2653
GERD,NA,HEINRICH,NA,1982,10,18,576,1095
STEFAN,STEFAN,HERRMANN,NA,1998,3,30,577,310
LARS,NA,WERNER,NA,1968,11,12,578,3717
UWE,NA,SIMON,NA,1959,2,3,579,3229
STEFAN,NA,WINKLER,NA,1969,7,8,580,4315
PAUL,NA,SCHMITZ,NA,1972,2,16,581,2644
STEFAN,RALF,SCHUMACHER,NA,1982,1,5,582,4225
MARKUS,NA,NEUMANN,NA,1970,3,8,583,3334
PETER,NA,BAUER,NA,1969,5,26,584,1840
MATTHIAS,NA,KUEHN,NA,2003,7,4,585,152
JUERGEN,NA,SCHMITZ,NA,1964,5,22,586,4004
PETER,NA,MUELLER,NA,1959,11,25,587,1354
HORST,NA,HUBER,NA,1932,8,24,588,3065
DIETER,NA,SCHNEIDER,NA,2000,4,27,589,240
AXEL,NA,KLEIN,NA,1960,9,10,590,3371
DANIEL,NA,MEYER,NA,1948,2,11,591,1720
MICHAEL,NA,SCHMDT,NA,1984,7,8,592,2683
SIEGFRIED,NA,BRAUN,NA,1991,6,10,593,958
NILS,NA,BECK,NA,2001,3,29,594,3277
RALF,NA,MEYER,NA,1954,8,4,595,2847
JOERG,NA,KLEIN,NA,1965,12,4,596,1182
STEFAN,NA,KUHN,NA,1966,11,10,597,3017
SVEN,NA,SCHMITT,NA,1968,12,14,598,3479
TOBIAS,ALFRED,FRIEDRICH,NA,1990,7,22,599,1985
KLAUS,NA,BECKER,NA,1966,11,2,600,1927
CHRISTIAN,NA,ENGEL,NA,1932,5,12,601,3501
KLAUS,NA,FISCHER,NA,1964,12,7,602,4013
ULRICH,NA,KRUEGER,NA,1977,11,16,603,3356
JOACHDIM,NA,KLEIN,NA,1982,6,24,604,416
JENS,NA,BECKER,NA,1933,10,5,605,1470
ALEXANDER,NA,SOMMER,NA,1946,1,5,606,1534
JUERGEN,NA,HOFFMANN,NA,1933,7,7,607,2542
MATTHIAS,NA,LEHMANN,NA,1967,11,8,608,2879
FRITZ,NA,KELLER,NA,1980,4,11,609,2811
HANS,NA,SCHMIC,NA,1963,2,25,610,1800
JUERGEN,NA,HAAS,NA,2002,11,1,611,1808
DIETER,NA,MUELLER,NA,1955,8,30,612,2917
GUENTHER,NA,KAISER,NA,1977,1,25,613,4431
WERNER,NA,ZIEGLER,NA,1966,8,4,614,4145
JENS,NA,SCHMIDT,NA,1979,3,27,615,1476
DIRK,NA,MEYER,NA,2007,12,15,616,365
JUERWGEN,NA,KELLER,NA,1950,9,5,617,3699
THOMAS,NA,WINKLER,NA,1956,11,5,618,3325
FRANK,NA,SCHNEIDER,NA,1967,10,25,619,2311
GUENTHER,NA,KOCH,NA,1954,1,26,620,1850
HELMUT,NA,LUDWIG,NA,1971,4,14,621,722
MICHAEL,NA,SCHNEIDER,NA,1970,5,21,622,2650
CARSTEN,NA,HARTMANN,NA,1942,4,13,623,4177
GUENTTHER,NA,HOFFMANN,NA,1942,11,11,624,189
CARSTEN,NA,BAUMANN,NA,1953,3,8,625,3739
WOLFGANG,NA,MUELLER,NA,1986,10,10,626,2033
HORST,MATTHIAS,NEUMANN,NA,1963,1,5,627,412
MICHAEL,THORSTEN,SCHMIDT,NA,1935,1,18,628,3141
ERICH,NA,RICHTER,NA,1997,1,30,629,441
PAUL,NA,MAIER,NA,1930,6,19,630,560
MATTHIAS,NA,SCHAEFER,NA,1991,9,3,631,1792
MICHAEL,NA,SIMON,NA,1940,10,24,632,1181
MARKUS,NA,KRAUSE,NA,1928,2,5,633,3438
JENS,NA,DIETRICH,NA,1968,5,24,634,1367
PAUL,NA,MAIER,NA,1947,6,11,635,1497
MAIK,NA,FISCHER,NA,1940,8,29,636,2016
MANFRED,NA,WALTER,NA,1938,5,25,637,247
WOLFGANG,NA,KLEIN,NA,1972,12,20,638,926
KLAUS,NA,HOFFMANN,NA,1960,12,1,639,2741
OLIVER,NA,SCHAEFER,NA,1970,11,6,640,888
JUERGEN,NA,KRAUS,NA,1962,11,7,641,4161
MATTHIAS,NA,HUBER,NA,1988,8,26,642,206
KURT,NA,SCHNEIDER,NA,1945,2,8,643,3012
GUENTHER,NA,RICHTER,NA,1999,5,24,644,4165
DIETER,NA,BECK,NA,1944,9,1,645,2135
MARKUS,NA,SCHMIDT,NA,1991,2,4,646,791
RAINER,NA,SCHWARZ,NA,2008,1,26,647,2394
PETER,NA,SCHULZ,NA,1947,8,22,648,3232
GUENTHER,NA,VOGT,NA,1970,8,2,649,4435
WOLFGQANG,NA,PFEIFFER,NA,1924,8,11,650,3960
THOMAS,NA,SCHULZ,NA,1968,1,24,651,3221
THORSTEN,NA,LANGE,NA,1980,7,29,652,1977
FRANK,NA,FRANKE,NA,1955,2,9,653,3071
DIETER,NA,BRAUN,NA,1997,2,26,654,2913
ANDREAS,NA,SCHULZE,NA,1939,1,24,655,4299
HELMUT,JENS,SCHUBERT,NA,1967,5,12,656,879
PAUBL,NA,MAIER,NA,1947,6,11,657,1497
KLAUS,NA,FISCHER,NA,1954,8,6,658,587
RENE,NA,MUELLER,NA,1980,8,27,659,4052
UWE,NA,MUELLER,NA,1961,3,25,660,2686
KARL,NA,POHL,NA,1987,12,30,661,1311
THORSTEN,NA,ENGEL,NA,1952,8,8,662,4080
KURT,NA,SEIDEL,NA,1975,10,20,663,3395
UWE,NA,SCHULZ,NA,1945,11,4,664,2664
WOLFGANG,NA,KOEHLER,NA,2000,9,25,665,602
DIETER,NA,LANG,NA,1972,9,26,666,2011
FRANK,NA,SCHNEIDER,NA,1937,11,17,667,2451
FRANK,NA,WOLF,NA,1938,8,18,668,3217
DENNIS,NA,MUELLER,NA,1989,11,8,669,3492
MANFRED,NA,MEYER,NA,1964,3,25,670,4129
BERND,NA,LANG,NA,1941,2,9,671,3951
JUERGEN,NA,WALTER,NA,1955,8,27,672,4240
OLIVER,ANDREAS,SCHMIDT,NA,1979,1,18,673,4184
MARTIN,NA,MUELLER,NA,1977,5,27,674,2154
WERNER,NA,BERGER,NA,1943,5,1,675,3069
ULRICH,NA,SOMMER,NA,1987,12,9,676,4461
UWE,NA,PFEIFFER,NA,1971,1,2,677,2833
GERD,NA,LANG,NA,1933,12,20,678,1199
HELMUT,NA,WINTER,NA,1979,5,15,679,2878
HEINZ,NA,KUHN,NA,1950,4,7,680,4382
RALF,NA,LEHMANN,NA,1943,7,25,681,1563
HERBERT,NA,KELLER,NA,1940,5,17,682,3935
PETER,NA,HERRMANN,NA,1964,1,3,683,3591
PETER,NA,HEINRICH,NA,1956,12,27,684,4383
CARSTEN,NA,KLEIN,NA,1982,7,24,685,3381
JOERG,NA,MEIER,NA,1974,1,10,686,3081
RALF,NA,WAGNER,NA,1933,9,7,687,207
DIETER,HERMANN,MUELLER,NA,1970,7,22,688,2412
MANFRED,NA,MUELLER,NA,1965,8,13,689,870
FRANK,NA,MUELLER,NA,1946,8,18,690,2476
FRANK,NA,KOCH,NA,1972,7,5,691,3287
ALFRED,NA,HARTMANN,NA,1938,4,12,692,16
HORST,NA,HOFFMANN,NA,2008,8,1,693,571
AXEL,NA,ZIMMERMANN,NA,1988,6,23,694,600
JENS,NA,FISCHER,NA,1949,11,20,695,4
HARALD,NA,WEBER,NA,1924,10,8,696,951
RICHARD,NA,MUELLER,NA,1974,9,3,697,4067
CARSTEN,NA,KELLER,NA,1980,1,18,698,4126
GERHARD,NA,WEISS,NA,1998,2,21,699,2185
FLORIAN,NA,MUELLER,NA,1935,11,29,700,1401
DIETER,NA,LANGE,NA,1964,4,8,701,3831
WILHELM,NA,BECKER,NA,1998,10,27,702,3296
BERND,NA,ROTH,NA,1988,10,31,703,1823
CHRISTIAN,NA,FISCHER,NA,1954,8,14,704,2695
JOERG,NA,KRUEGER,NA,1958,1,6,705,2403
THOMAS,NA,BOEHM,NA,1950,4,22,706,2870
STEFAN,NA,SCHMIDT,NA,1975,7,19,707,1530
SVEN,NA,KOCH,NA,1976,5,29,708,1269
CARSTEN,NA,FRIERICH,NA,1934,11,15,709,1113
THOMAS,NA,SCHAEFER,NA,1992,12,25,710,4235
ALEXANDER,NA,LORENZ,NA,1931,11,19,711,2716
GUENTHER,NA,WALTER,NA,1956,3,11,712,3930
MANFRED,JOERG,SCHULZ,NA,1959,5,25,713,2742
GEORG,NA,KOERTIG,NA,1975,9,26,714,3836
PETER,NA,SAUER,NA,1959,9,28,715,4296
CHRISTIAN,NA,BERGMANN,NA,1937,1,26,716,2970
DANIEL,NA,BRAUN,NA,1969,4,22,717,1226
WERNER,NA,FUCHS,NA,1935,10,2,718,2734
RAINER,NA,LEHMANN,NA,1966,7,14,719,4239
HELMUT,NA,MUELLER,NA,1961,7,29,720,4430
DIRK,NA,RICHTER,NA,1964,7,4,721,4073
KALAUS,NA,WOLF,NA,1972,10,16,722,3052
GERD,NA,LANG,NA,1938,12,20,723,1199
ANDREAS,NA,HUBER,NA,1983,5,3,724,3880
NORBERT,NA,MUELLER,NA,1928,11,10,725,2442
DIETER,NA,WEBER,NA,1957,2,9,726,2138
HORST,NA,SCHMIDT,NA,1967,9,11,727,43
HORST,JENS,SCHULZE,NA,1968,8,21,728,545
ANDREAS,NA,KRAUS,NA,1967,11,27,729,691
KURT,NA,RICHTER,NA,1999,7,14,730,2314
ERNST,NA,SCHULZ,NA,2003,2,28,731,1345
THOMAS,NA,BERGER,NA,1981,2,28,732,795
KLAUS,NA,SCHMITT,NA,1960,6,19,733,3033
JAN,NA,SCHNEIDER,NA,1941,7,9,734,743
ALEXANDER,NA,KOEHLER,NA,1964,1,3,735,3394
MANFRED,NA,NEUMANN,NA,1954,11,15,736,2242
JUERGEN,NA,LEHMANN,NA,2005,9,18,737,57
JUERGEN,NA,FISCHER,NA,1969,1,15,738,1
JOHANNES,NA,KOCH,NA,1965,9,1,739,2343
JAN,NA,HOFFMANN,NA,1924,5,20,740,2192
GERHARD,NA,FRANK,NA,1964,12,28,741,68
ANDREAS,NA,SCHMITZ,NA,1981,11,12,742,4134
MAIK,NA,JUNG,NA,1987,8,26,743,3251
CHRISTOPH,NA,MUELLER,NA,1952,8,19,744,2581
SVEN,NA,HORN,NA,1964,12,4,745,4318
DANIEL,NA,HOFFMANN,NA,1926,9,19,746,4412
SVEN,NA,WAGNER,NA,1993,2,12,747,1531
DIETER,NA,SOMMER,NA,1937,12,17,748,609
WERNER,NA,GROSS,NA,1942,9,20,749,4216
WILHELM,NA,WEBER,NA,1981,1,18,750,858
KLAUS,NA,MARTIN,NA,1979,1,17,751,3631
KLAUS,NA,WOLF,NA,1972,10,16,752,3052
GERHARD,NA,KOCH,NA,1964,2,27,753,2772
CHRISTIAN,NA,SCHMIDT,NA,1990,5,3,754,1740
OLIVER,NA,BAUER,NA,1957,6,29,755,4090
JOACHIM,NA,HOFMANN,NA,1994,3,23,756,1760
JUERGEN,DIRK,MUELLER,NA,2006,2,5,757,960
JOACHIM,NA,BRAUN,NA,1931,3,2,758,3346
RAINER,NA,BECK,NA,1980,12,8,759,1171
JOERG,NA,SEIDEL,NA,1980,8,11,760,885
UWE,NA,MOELLER,NA,1949,1,16,761,3609
KLAUS,NA,WERNER,NA,1952,2,21,762,3471
FRIEDRICH,NA,SCHAEFER,NA,1945,1,12,763,3289
JOERG,NA,KRUEGER,NA,1958,1,7,764,2403
STEFAN,NA,SCHNEIDER,NA,1997,2,1,765,4473
RUDOLF,NA,LORENZ,NA,1991,8,4,766,547
RUDOLF,NA,MUELLER,NA,1939,8,21,767,1834
THORSTEN,NA,ERNST,NA,1973,10,10,768,1816
FRANK,NA,MAIER,NA,1946,10,11,769,1625
MATTHIAS,NA,KOEHLER,NA,1986,1,12,770,2052
MARKUS,NA,MEYER,NA,1977,4,22,771,3887
DANIEL,NA,ALBRECHT,NA,1981,1,28,772,433
ROLF,NA,ZIEGLER,NA,1983,7,1,773,3637
THOMAS,NA,FRIEDRICH,NA,1962,5,28,774,1845
THOMAS,NA,MUELLER,NA,1966,10,20,775,2694
WALTER,THORSTEN,LUDWIG,NA,1962,6,20,776,1925
BERND,NA,SAUER,NA,1976,4,21,777,2391
JAN,NA,RICHTER,NA,2003,10,27,778,4117
ERICH,NA,WEBER,NA,1937,4,19,779,3903
JUERGEN,NA,KOERTIG,NA,1930,3,23,780,4434
MARTIN,NA,SCHAEFER,NA,1931,6,10,781,2996
HOLGER,NA,VOGEL,NA,1968,9,16,782,305
ANDREAS,NA,DIETRICH,NA,1939,4,1,783,1902
FRANK,NA,STEIN,NA,1929,4,13,784,246
WALTER,NA,WEBER,NA,1950,5,11,785,912
WERNER,NA,HOFMANN,NA,1977,6,18,786,3879
THOMAS,NA,FISCHER,NA,1995,12,10,787,2374
MARTIN,NA,BUSCH,NA,1962,6,28,788,3271
SVEN,NA,BOEHM,NA,1948,2,20,789,3772
HANS,NA,WERNER,NA,1976,9,9,790,1121
RAINER,NILS,SCHMITZ,NA,1978,9,27,791,1161
WOLFGANG,NA,KAISER,NA,1966,2,4,792,2010
UWE,NA,HERRMAHN,NA,1990,9,26,793,1937
ANDREAS,NA,KRAUSE,NA,1962,12,23,794,1298
HANS,NA,MUELLER,NA,1954,1,10,795,2544
GERHARD,WERNIR,SCHUKZ,NA,1937,10,20,796,3347
GUENTHER,NA,LANGE,NA,1950,12,20,797,2449
MANFRED,NA,SCHROEDER,NA,1948,12,5,798,3015
GUENTHER,NA,KUEHN,NA,1982,12,15,799,785
ANDREAS,NA,MUELLER,NA,1980,10,25,800,4308
FRANK,NA,BECKER,NA,1961,6,19,801,2849
HEINRICH,NA,MUELLER,NA,1933,8,15,802,1608
ANDREAS,NA,FRANKE,NA,2003,9,2,803,2752
CHRISTIAN,NA,HOFFMANN,NA,1975,5,12,804,161
ALEXANDER,NA,KUHN,NA,1957,2,14,805,2536
GERD,NA,SCHMIDT,NA,1968,11,30,806,4393
HEINZ,NA,LANGE,NA,1963,1,22,807,671
DIETER,NA,KELLER,NA,1983,8,6,808,4414
ANDREAS,NA,HUBER,NA,1991,10,15,809,3712
PETER,NA,KRAUSE,NA,1969,5,17,810,732
RAINER,NA,SCHULTE,NA,1991,4,6,811,1058
WALTER,NA,KOCH,NA,1987,10,28,812,3686
MICHAEL,JUERGEN,SCHAEFER,NA,2004,1,19,813,1941
RENE,NA,HOFFMANN,NA,1995,1,22,814,312
MICHAEL,NA,HUBER,NA,1980,11,20,815,3656
PAUL,NA,BUSCH,NA,1994,6,24,816,968
SEBASTIAN,NA,SCHNEIDER,NA,2007,9,30,817,2328
MARTIN,NA,KLEIN,NA,1978,3,1,818,1206
ANDREAS,NA,SEIDEL,NA,1998,12,31,819,1732
GERD,NA,SCHREIBER,NA,1969,5,11,820,1921
THORSTEN,NA,MEIER,NA,1962,10,22,821,963
PETER,NA,FRANKE,NA,1961,2,21,822,1571
UWE,NA,SCHMIDT,NA,1926,2,16,823,3950
ANDRE,NA,SCHULZE,NA,1988,2,7,824,3741
BERND,NA,SCHROEDER,NA,1945,2,6,825,3912
JOERGD,NA,SCHWARZ,NA,1939,1,11,826,2496
THORSTEN,NA,KRAEMER,NA,1951,9,8,827,645
MARTIN,NA,SCHMITT,NA,1989,2,13,828,51
JAN,NA,POHL,NA,1999,1,3,829,2912
MARKUS,NA,BAUER,NA,1949,1,12,830,3557
PEPTER,NA,FRANK,NA,1990,7,1,831,3679
UWE,NA,WINKLER,NA,1973,10,19,832,670
MICHAEL,NA,SCHNEIDER,NA,1973,4,2,833,3290
KLAUS,NA,MUELLER,NA,1956,11,23,834,536
PETER,NA,SCHMIDT,NA,1966,2,8,835,1078
JUERGEN,NA,MUELLER,NA,1993,8,31,836,2313
KLAUS,NA,MUELLER,NA,1997,4,25,837,1092
MARTIN,NA,HERRMANN,NA,1925,11,16,838,775
FRANK,NA,FISCHER,NA,1948,12,28,839,1550
NORBERT,NA,HEINRICH,NA,1963,11,9,840,1882
JOACHIM,NA,SCHMIDT,NA,1984,2,13,841,640
WERNER,NA,SCHULZ,NA,1950,1,10,842,3812
JUERGEN,NA,SCHMIDT,NA,1991,7,17,843,2212
MARTIN,NA,HAHN,NA,2008,7,28,844,953
ROBERT,NA,KAISER,NA,1998,3,2,845,3357
KLAUS,NA,KRAUS,NA,1980,1,23,846,4136
GUENTHER,NA,KUHN,NA,1982,11,7,847,904
ANDREAS,NA,SCHAEFER,NA,1958,1,7,848,524
MATTHIAS,NA,PETERS,NA,2001,7,29,849,1394
PAUL,NA,SCHULZ,NA,1931,12,17,850,2099
DIETER,NA,WEBER,NA,1978,7,12,851,124
WOLFGANG,NA,HERRMANN,NA,2001,9,4,852,2720
GUENTHER,NA,ENGEL,NA,1982,2,20,853,2550
UWE,NA,MUELLER,NA,1937,11,28,854,2942
HORST,NA,JUNG,NA,1956,1,22,855,1875
MATTHIAS,NA,MUELLER,NA,1966,9,21,856,4081
ROLF,NA,SCHNEIDER,NA,1960,2,3,857,2857
HEINZ,NA,SCHUSTER,NA,1959,8,14,858,1134
JENS,NA,RICHTER,NA,1994,2,4,859,4478
RALF,NA,BAUER,NA,1956,5,15,860,1494
JENS,NA,SCHMITZ,NA,1966,10,22,861,1366
PATRICK,NA,HEINRICH,NA,1927,6,28,862,228
VOLKER,NA,BECKER,NA,1939,4,11,863,2109
KLAUS,NA,SEIDEL,NA,1992,5,5,864,1104
MICHAEL,NA,FISCHER,NA,1929,6,11,865,991
KAI,NA,LANGE,NA,1949,2,8,866,3952
ERNST,NA,HOFMANN,NA,1996,2,3,867,2584
THORSTEN,NA,WEISS,NA,1941,5,14,868,2624
STEFAN,NA,BECKER,NA,2002,10,10,869,3735
JOERG,NA,WALTER,NA,1988,3,6,870,876
KAI,NA,SCHMIDT,NA,1951,11,18,871,1320
PAUL,NA,PETERS,NA,1978,3,16,872,2247
GERHARD,NA,VOGEL,NA,1969,8,23,873,3611
CHRISTIAN,NA,SCHMIDT,NA,1966,9,12,874,2657
FRITZ,NA,MEIER,NA,2001,5,7,875,3359
CARSTEN,NA,WERNER,NA,1953,5,6,876,3621
FRANK,NA,KLEIN,NA,1973,9,6,877,2168
MARKUS,NA,FUCHS,NA,1977,8,2,878,541
ANDREAS,NA,MUELLER,NA,1992,4,3,879,857
HORST,NA,SCHUBERT,NA,1934,10,4,880,1081
PETER,NA,SCHUBERT,NA,1957,8,20,881,3948
PETER,NA,WAGNER,NA,1998,6,17,882,1984
PETER,NA,RICHTER,NA,1941,10,22,883,976
HERBERT,NA,SCHUBERT,NA,1958,10,22,884,648
MARCO,NA,LEHMANN,NA,1944,7,16,885,2121
PETER,NA,SCHUBERT,NA,1967,8,20,886,3948
MICHAEL,NA,ZIEGLER,NA,1980,11,30,887,1629
HANSC,NA,LORENZ,NA,1930,8,22,888,136
ALEXANDER,NA,MUELLER,NA,1981,4,7,889,3197
MARTIN,OLAF,SCHULZE,NA,1942,7,5,890,3005
DANIEL,NA,KRAUSE,NA,1980,2,5,891,2004
DIRK,NA,DIETRICH,NA,1965,12,3,892,3534
ROLF,NA,SCHUBERT,NA,1983,10,13,893,1742
CARSTEN,NA,VOGT,NA,1969,8,24,894,4265
KLAUS,NA,HOFMANN,NA,1930,11,2,895,470
THOMAS,NA,FRANK,NA,1953,2,8,896,2439
UWE,NA,MUELLER,NA,1971,8,4,897,3629
HORST,NA,LEHMANN,NA,1969,6,25,898,2594
VOLKER,NA,FISCHER,NA,1954,2,10,899,354
WOLFGANG,NA,PETERS,NA,1967,11,24,900,630
RUEDIGER,MICHAEL,SCHMITZ,NA,1968,12,26,901,3933
MARTIN,NA,WEBER,NA,1929,9,27,902,1251
HERMANN,NA,VOGEL,NA,1995,6,29,903,3893
ROLF,NA,KOCH,NA,1930,6,21,904,2221
HEINZ,NA,SCHMIDT,NA,1963,9,4,905,2705
PETER,NA,RICHTER,NA,1970,8,14,906,4483
THOMAS,NA,WOLF,NA,1960,8,25,907,366
RAINER,NA,POUHL,NA,1971,10,24,908,1870
MATTHIAS,NA,SCHMIDT,NA,1958,4,4,909,2279
HOLGER,NA,WAGNER,NA,1985,4,9,910,2930
DIETER,NA,SAUER,NA,1964,11,2,911,3420
THORSTEN,NA,KUEHN,NA,1939,10,12,912,3407
WALTER,NA,KRAEMER,NA,1935,9,9,913,2777
FRANK,NA,SCHMITZ,NA,2004,12,14,914,3602
WERNER,NA,BRANDT,NA,1998,9,18,915,147
HANS,NA,SCHMIDT,NA,1942,10,23,916,236
HORST,NA,MUELLER,NA,2001,2,20,917,1958
STEFAN,NA,WAGNER,NA,1962,4,24,918,925
STEFAN,NA,HOFFMANN,NA,1982,1,29,919,4494
ANDREAS,NA,MAIER,NA,1969,12,2,920,1798
STEFAN,NA,HOFFMAFN,NA,1984,6,26,921,2448
ANDREAS,NA,SCHNEIDER,NA,1934,8,29,922,2592
KLAUS,NA,WAGNER,NA,1968,5,14,923,3248
